12/26/2025,3:05:47 PM,614.0,585.8,466.2,544.7
12/26/2025,3:06:47 PM,614.0,585.8,466.2,544.8
12/26/2025,3:07:47 PM,614.0,585.8,466.2,544.9
12/26/2025,3:08:47 PM,614.0,585.8,466.1,544.7
12/26/2025,3:09:47 PM,614.0,585.8,466.1,544.8
12/26/2025,3:10:47 PM,614.0,585.8,466.1,544.8
12/26/2025,3:11:47 PM,614.0,585.8,466.1,544.8
12/26/2025,3:12:47 PM,614.0,585.8,466.1,544.7
12/26/2025,3:13:47 PM,614.0,585.8,466.1,544.8
12/26/2025,3:14:47 PM,614.0,585.8,466.1,544.7
12/26/2025,3:15:47 PM,614.0,585.8,465.9,544.9
12/26/2025,3:16:47 PM,614.0,585.8,465.9,544.7
12/26/2025,3:17:47 PM,614.0,585.8,465.9,544.7
12/26/2025,3:18:47 PM,614.0,585.8,465.9,544.7
12/26/2025,3:19:47 PM,614.0,585.8,465.9,544.8
12/26/2025,3:20:47 PM,614.0,585.8,465.9,544.7
12/26/2025,3:21:47 PM,614.0,585.8,465.9,544.7
12/26/2025,3:22:47 PM,614.0,585.8,465.9,544.7
12/26/2025,3:23:47 PM,614.0,585.8,465.8,544.8
12/26/2025,3:24:47 PM,614.0,585.8,465.8,544.8
12/26/2025,3:25:47 PM,614.0,585.8,465.8,544.8
12/26/2025,3:26:47 PM,614.0,585.8,465.8,545.1
12/26/2025,3:27:47 PM,614.0,585.8,465.8,544.6
12/26/2025,3:28:47 PM,614.0,585.8,465.8,544.7
12/26/2025,3:29:47 PM,614.0,585.8,465.8,544.6
12/26/2025,3:30:47 PM,614.0,585.8,465.8,544.6
12/26/2025,3:31:47 PM,614.0,585.8,465.8,544.6
12/26/2025,3:32:47 PM,614.0,585.8,465.8,544.6
12/26/2025,3:33:47 PM,614.0,585.8,465.7,544.6
12/26/2025,3:34:47 PM,614.0,585.8,465.7,544.4
12/26/2025,3:35:47 PM,614.0,585.8,465.7,544.7
12/26/2025,3:36:47 PM,614.0,585.8,465.7,544.5
12/26/2025,3:37:47 PM,614.0,585.8,465.7,544.4
12/26/2025,3:38:47 PM,614.0,585.8,465.7,544.6
12/26/2025,3:39:47 PM,614.0,585.8,465.7,544.4
12/26/2025,3:40:47 PM,614.0,585.8,465.7,544.8
12/26/2025,3:41:47 PM,614.0,585.8,465.7,544.6
12/26/2025,3:42:47 PM,614.0,585.8,465.7,544.6
12/26/2025,3:43:47 PM,614.0,585.8,465.7,544.6
12/26/2025,3:44:47 PM,614.0,585.8,465.7,544.4
12/26/2025,3:45:47 PM,614.0,585.8,465.6,544.4
12/26/2025,3:46:47 PM,614.0,585.8,465.6,544.4
12/26/2025,3:47:47 PM,614.0,585.8,465.6,544.5
12/26/2025,3:48:47 PM,614.0,585.8,465.6,544.4
12/26/2025,3:49:47 PM,614.0,585.8,465.6,544.4
12/26/2025,3:50:47 PM,614.0,585.8,465.6,544.3
12/26/2025,3:51:47 PM,614.0,585.7,465.6,544.3
12/26/2025,3:52:47 PM,614.0,585.7,465.6,544.6
12/26/2025,3:53:47 PM,614.0,585.7,465.6,544.4
12/26/2025,3:54:47 PM,614.0,585.7,465.6,544.4
12/26/2025,3:55:47 PM,614.0,585.7,465.6,544.7
12/26/2025,3:56:47 PM,614.0,585.7,465.6,544.3
12/26/2025,3:57:47 PM,614.0,585.7,465.6,544.4
12/26/2025,3:58:47 PM,614.0,585.7,465.6,544.3
12/26/2025,3:59:47 PM,614.0,585.7,465.6,544.3
12/26/2025,4:00:47 PM,614.0,585.7,465.6,544.4
12/26/2025,4:01:47 PM,614.0,585.7,465.6,544.3
12/26/2025,4:02:47 PM,614.0,585.7,465.6,544.4
12/26/2025,4:03:47 PM,613.9,585.7,465.6,544.3
