11/26/2025,3:14:38 PM,156.8,149.6,113.5,33.8
11/26/2025,3:15:08 PM,156.8,149.6,113.7,131
11/26/2025,3:15:38 PM,156.8,149.6,113.6,131
11/26/2025,3:16:08 PM,156.8,149.6,113.6,131
11/26/2025,3:16:38 PM,156.8,149.6,113.6,131
11/26/2025,3:17:08 PM,156.8,149.6,113.5,131
11/26/2025,3:17:38 PM,156.8,149.6,113.5,131
11/26/2025,3:18:08 PM,156.8,149.6,113.4,131
11/26/2025,3:18:38 PM,156.7,149.6,113.5,131
11/26/2025,3:19:08 PM,156.7,149.6,113.5,131
11/26/2025,3:19:38 PM,156.7,149.6,113.5,131
11/26/2025,3:20:08 PM,156.7,149.6,113.4,131
11/26/2025,3:20:38 PM,156.7,149.6,113.4,131
11/26/2025,3:21:08 PM,156.7,149.6,113.4,131
11/26/2025,3:21:38 PM,156.7,149.6,113.5,131
11/26/2025,3:22:08 PM,156.7,149.6,113.5,131
11/26/2025,3:22:38 PM,156.7,149.6,113.5,131
11/26/2025,3:23:08 PM,156.7,149.6,113.5,131
11/26/2025,3:23:38 PM,156.7,149.6,113.3,131
11/26/2025,3:24:08 PM,156.7,149.6,113.5,131
11/26/2025,3:24:38 PM,156.7,149.6,113.5,131
11/26/2025,3:25:08 PM,156.7,149.6,113.5,131
11/26/2025,3:25:38 PM,156.7,149.6,113.5,131
11/26/2025,3:26:08 PM,156.7,149.6,113.5,131
11/26/2025,3:26:38 PM,156.7,149.6,113.5,131
11/26/2025,3:27:08 PM,156.7,149.6,113.5,131
11/26/2025,3:27:38 PM,156.7,149.6,113.5,131
11/26/2025,3:28:08 PM,156.7,149.6,113.5,131
11/26/2025,3:28:38 PM,156.7,149.6,113.5,131
11/26/2025,3:29:08 PM,156.7,149.6,113.5,131
11/26/2025,3:29:38 PM,156.7,149.6,113.4,131
11/26/2025,3:30:08 PM,156.7,149.6,113.4,131
11/26/2025,3:30:38 PM,156.7,149.6,113.5,131
11/26/2025,3:31:08 PM,156.7,149.6,113.5,131
11/26/2025,3:31:38 PM,156.7,149.6,113.5,131
11/26/2025,3:32:08 PM,156.7,149.6,113.5,131
11/26/2025,3:32:38 PM,156.7,149.6,113.5,131
11/26/2025,3:33:08 PM,156.7,149.6,113.5,131
11/26/2025,3:33:38 PM,156.7,149.6,113.5,131
11/26/2025,3:34:08 PM,156.7,149.6,113.5,131
11/26/2025,3:34:38 PM,156.7,149.6,113.5,131
11/26/2025,3:35:08 PM,156.7,149.6,113.3,131
11/26/2025,3:35:38 PM,156.7,149.6,113.4,131
11/26/2025,3:36:08 PM,156.7,149.6,113.5,131
11/26/2025,3:36:38 PM,156.7,149.6,113.5,131
11/26/2025,3:37:08 PM,156.7,149.6,113.5,131
11/26/2025,3:37:38 PM,156.7,149.6,113.5,131
11/26/2025,3:38:08 PM,156.7,149.6,113.3,131
11/26/2025,3:38:38 PM,156.7,149.6,113.4,131
11/26/2025,3:39:08 PM,156.7,149.6,113.4,131
11/26/2025,3:39:38 PM,156.7,149.6,113.4,131
11/26/2025,3:40:08 PM,156.7,149.6,113.4,131
11/26/2025,3:40:38 PM,156.7,149.6,113.4,131
11/26/2025,3:41:08 PM,156.7,149.6,113.4,131
